Bandit,Reward,Algorithm
0,0.9180727372887585,EpsilonGreedy
3,3.8821355050310644,EpsilonGreedy
3,1.9839795711039967,EpsilonGreedy
1,4.200052732250182,EpsilonGreedy
0,2.1707702028445643,EpsilonGreedy
3,3.22350109198838,EpsilonGreedy
2,1.8421095836685495,EpsilonGreedy
2,2.175625544234216,EpsilonGreedy
0,0.6805662017350138,EpsilonGreedy
3,4.272619032088218,EpsilonGreedy
3,4.066944558063502,EpsilonGreedy
3,3.6058332276837755,EpsilonGreedy
3,3.997693105115736,EpsilonGreedy
2,4.54334287655723,EpsilonGreedy
1,0.6805732274696519,EpsilonGreedy
3,4.303378047179344,EpsilonGreedy
1,2.4288804307152443,EpsilonGreedy
1,3.5155218370191554,EpsilonGreedy
2,3.403446807583369,EpsilonGreedy
2,2.1351495424111806,EpsilonGreedy
0,0.04349399936511433,EpsilonGreedy
1,5.231996108637519,EpsilonGreedy
2,2.8791997670000486,EpsilonGreedy
3,3.649271553437894,EpsilonGreedy
2,2.429533464065546,EpsilonGreedy
0,-0.17472727588841286,EpsilonGreedy
1,2.4272878679681997,EpsilonGreedy
2,2.0165337323194503,EpsilonGreedy
3,3.884035450842521,EpsilonGreedy
2,1.4367139168973673,EpsilonGreedy
1,2.795417372457814,EpsilonGreedy
3,3.843306163139464,EpsilonGreedy
2,0.9843922766613487,EpsilonGreedy
2,1.9219608738173193,EpsilonGreedy
2,2.290369618729697,EpsilonGreedy
0,0.9488058448277867,EpsilonGreedy
3,4.040404686648573,EpsilonGreedy
1,0.9044089326717246,EpsilonGreedy
0,1.0665997770788924,EpsilonGreedy
3,2.672044878473616,EpsilonGreedy
1,2.430135385294389,EpsilonGreedy
1,1.1588757114771637,EpsilonGreedy
1,3.5084597559525235,EpsilonGreedy
3,4.735415080854492,EpsilonGreedy
0,1.3021514530281317,EpsilonGreedy
3,3.000966626873349,EpsilonGreedy
3,3.3456761231257626,EpsilonGreedy
0,0.8766014780505116,EpsilonGreedy
2,4.722364918217589,EpsilonGreedy
0,1.1610092226410664,EpsilonGreedy
1,1.330951829073241,EpsilonGreedy
1,2.1310456985087276,EpsilonGreedy
0,0.5117916564104181,EpsilonGreedy
1,2.552266947429245,EpsilonGreedy
1,1.6624855743966362,EpsilonGreedy
1,3.487481075933671,EpsilonGreedy
2,1.1296381902692794,EpsilonGreedy
1,3.6401430116251006,EpsilonGreedy
3,4.025379686901732,EpsilonGreedy
2,1.4606487519768505,EpsilonGreedy
2,3.019681627297312,EpsilonGreedy
3,3.4693591245543054,EpsilonGreedy
3,5.305592545128399,EpsilonGreedy
1,3.034143139973855,EpsilonGreedy
0,2.1310553761405777,EpsilonGreedy
1,1.9360355443660973,EpsilonGreedy
2,2.372112001146693,EpsilonGreedy
0,1.6159563890812754,EpsilonGreedy
2,2.506047231895023,EpsilonGreedy
3,4.928683956983236,EpsilonGreedy
1,1.7926361329162308,EpsilonGreedy
3,4.901603633306859,EpsilonGreedy
3,2.9993743676611757,EpsilonGreedy
1,2.2315381582756153,EpsilonGreedy
3,3.5403350734339853,EpsilonGreedy
2,1.5390190551886078,EpsilonGreedy
0,1.1473626698082253,EpsilonGreedy
1,2.0593766004643657,EpsilonGreedy
3,5.164665551432115,EpsilonGreedy
0,2.38108776020608,EpsilonGreedy
0,0.11831784890196262,EpsilonGreedy
0,1.2681478956968915,EpsilonGreedy
3,2.644510462942606,EpsilonGreedy
2,2.232158253459654,EpsilonGreedy
2,3.4069800342759526,EpsilonGreedy
1,0.6918482786353146,EpsilonGreedy
3,4.802726055935052,EpsilonGreedy
2,2.7225955060218956,EpsilonGreedy
2,1.9902185473404461,EpsilonGreedy
0,1.1612393490867143,EpsilonGreedy
3,4.776947799885998,EpsilonGreedy
2,4.869115201532706,EpsilonGreedy
2,3.859841287167452,EpsilonGreedy
3,3.9251103284215056,EpsilonGreedy
2,3.921322810273419,EpsilonGreedy
0,0.4779428813701323,EpsilonGreedy
2,1.9245612366050053,EpsilonGreedy
2,2.9361300138346307,EpsilonGreedy
0,0.9216581220921911,EpsilonGreedy
0,0.7541072586380837,EpsilonGreedy
2,3.2774231997239047,EpsilonGreedy
3,3.089433473027915,EpsilonGreedy
3,3.590934788107407,EpsilonGreedy
2,4.073212870403919,EpsilonGreedy
2,3.969983849781145,EpsilonGreedy
0,-0.6636258671850026,EpsilonGreedy
0,1.579945163037993,EpsilonGreedy
3,5.637411159378369,EpsilonGreedy
2,2.340459340284107,EpsilonGreedy
0,-0.45085110599187894,EpsilonGreedy
3,6.119367927812746,EpsilonGreedy
2,2.495037113447535,EpsilonGreedy
0,0.6637938547126234,EpsilonGreedy
0,0.4958909254289776,EpsilonGreedy
1,3.4776827349232375,EpsilonGreedy
1,1.6825249400089342,EpsilonGreedy
0,0.6628224003128206,EpsilonGreedy
1,3.660272739492628,EpsilonGreedy
1,1.8705120052123678,EpsilonGreedy
0,0.9848991430164542,EpsilonGreedy
2,2.384574126903126,EpsilonGreedy
1,-0.10732604055656747,EpsilonGreedy
0,0.9908223251537849,EpsilonGreedy
0,0.9457712483991494,EpsilonGreedy
2,2.240070168414446,EpsilonGreedy
1,1.3026431760519468,EpsilonGreedy
1,3.0473575366349994,EpsilonGreedy
2,3.594399887775243,EpsilonGreedy
3,5.28128387747808,EpsilonGreedy
3,6.1823044321596505,EpsilonGreedy
0,1.0968916133095683,EpsilonGreedy
3,3.5630178189181487,EpsilonGreedy
3,3.1472337526505574,EpsilonGreedy
1,1.0569424726008725,EpsilonGreedy
0,0.5345618901939286,EpsilonGreedy
1,2.0220383181579944,EpsilonGreedy
3,2.8231029968205874,EpsilonGreedy
0,0.4212574328627091,EpsilonGreedy
2,2.8224566483943305,EpsilonGreedy
0,2.0527939513986873,EpsilonGreedy
2,4.09822251766049,EpsilonGreedy
3,4.2540624757462995,EpsilonGreedy
1,2.681084147135,EpsilonGreedy
2,2.6257232914960036,EpsilonGreedy
2,3.394339389166792,EpsilonGreedy
3,3.8153244541214293,EpsilonGreedy
0,1.9004505261818174,EpsilonGreedy
2,2.4608739215811597,EpsilonGreedy
2,2.512205548913853,EpsilonGreedy
2,1.8898879668155328,EpsilonGreedy
3,3.872346355410886,EpsilonGreedy
1,0.6988228815469011,EpsilonGreedy
0,2.536623915069172,EpsilonGreedy
1,2.778354703243684,EpsilonGreedy
1,3.9132368727292315,EpsilonGreedy
2,3.7371925304269737,EpsilonGreedy
2,3.266205962324048,EpsilonGreedy
1,1.32069726411835,EpsilonGreedy
1,0.27207484816891325,EpsilonGreedy
2,3.3863117341694706,EpsilonGreedy
2,4.396866263606435,EpsilonGreedy
2,3.0287005481181626,EpsilonGreedy
0,0.5012244109798845,EpsilonGreedy
2,2.6384468517917004,EpsilonGreedy
1,2.216395484787745,EpsilonGreedy
0,2.140830490954114,EpsilonGreedy
0,-0.594723134826846,EpsilonGreedy
3,3.423326792535555,EpsilonGreedy
3,4.048141769473085,EpsilonGreedy
2,3.5878907168685017,EpsilonGreedy
0,0.23851583955488376,EpsilonGreedy
0,0.7617345358684835,EpsilonGreedy
0,0.1808581320667697,EpsilonGreedy
0,1.4561674477856186,EpsilonGreedy
2,2.0178182233673607,EpsilonGreedy
2,3.0455529279439157,EpsilonGreedy
1,2.209941850945907,EpsilonGreedy
3,4.378174306586502,EpsilonGreedy
2,3.0330537715321286,EpsilonGreedy
0,1.6497533755743374,EpsilonGreedy
0,0.8848201268300218,EpsilonGreedy
2,3.082632261959386,EpsilonGreedy
1,2.200342308208753,EpsilonGreedy
0,0.6543599601183445,EpsilonGreedy
1,1.0079674721480845,EpsilonGreedy
1,1.5817358740999294,EpsilonGreedy
1,3.4786936569145426,EpsilonGreedy
1,3.6237385117962946,EpsilonGreedy
1,2.973013176964587,EpsilonGreedy
2,4.343388498266952,EpsilonGreedy
2,1.7771892429695246,EpsilonGreedy
0,0.14472708516768518,EpsilonGreedy
2,1.8514577321385062,EpsilonGreedy
3,2.273844240864154,EpsilonGreedy
0,0.3428738129267579,EpsilonGreedy
1,1.4707184914618043,EpsilonGreedy
3,4.299993343192596,EpsilonGreedy
0,0.7441586866779759,EpsilonGreedy
3,3.7169646678939103,EpsilonGreedy
2,2.189997171086307,EpsilonGreedy
2,1.445772069400022,EpsilonGreedy
3,3.384538505097132,EpsilonGreedy
2,4.536396223686084,EpsilonGreedy
1,2.8883120127779898,EpsilonGreedy
0,1.6144350898142505,EpsilonGreedy
3,3.9120065607184813,EpsilonGreedy
0,4.203053950065824,EpsilonGreedy
0,1.7235860679571307,EpsilonGreedy
1,2.5495188753301203,EpsilonGreedy
0,1.3557794282701727,EpsilonGreedy
0,-0.2133326835091327,EpsilonGreedy
1,1.8704760386990462,EpsilonGreedy
0,0.15102162478644165,EpsilonGreedy
2,1.899032113885734,EpsilonGreedy
3,5.129952485198024,EpsilonGreedy
0,0.5056272840515335,EpsilonGreedy
3,4.922238313714969,EpsilonGreedy
3,4.179117135128441,EpsilonGreedy
1,3.4436993988052373,EpsilonGreedy
2,2.7136381244013354,EpsilonGreedy
3,3.1532378417004736,EpsilonGreedy
0,1.846435669734465,EpsilonGreedy
1,1.9679548358704473,EpsilonGreedy
0,0.45995981732570246,EpsilonGreedy
3,4.773806739071475,EpsilonGreedy
3,2.0508331216492213,EpsilonGreedy
1,0.06755497291637935,EpsilonGreedy
2,3.1807140470092286,EpsilonGreedy
3,4.550462407339413,EpsilonGreedy
1,3.4219600429045673,EpsilonGreedy
0,1.6048620858853981,EpsilonGreedy
0,0.3868954543420069,EpsilonGreedy
0,-0.2005007459848711,EpsilonGreedy
3,3.4740367654906477,EpsilonGreedy
2,4.282970284654742,EpsilonGreedy
1,1.656314693562953,EpsilonGreedy
3,3.372299729717729,EpsilonGreedy
0,0.27666869994782006,EpsilonGreedy
0,1.700972012596865,EpsilonGreedy
0,3.276465207830695,EpsilonGreedy
0,2.3136215556308737,EpsilonGreedy
1,3.4093787490134098,EpsilonGreedy
2,2.041020951555307,EpsilonGreedy
1,3.629685753690653,EpsilonGreedy
2,3.904612653983829,EpsilonGreedy
2,2.644055575483765,EpsilonGreedy
2,2.245594910062512,EpsilonGreedy
3,3.851340009711919,EpsilonGreedy
2,3.377298005697629,EpsilonGreedy
3,2.833816101247315,EpsilonGreedy
3,3.6842462386225767,EpsilonGreedy
1,-0.21425604751663352,EpsilonGreedy
0,2.8180420022579233,EpsilonGreedy
2,3.545564420800742,EpsilonGreedy
3,3.512234026679915,EpsilonGreedy
3,4.012927968406123,EpsilonGreedy
3,5.042207416205865,EpsilonGreedy
0,0.6689235869648411,EpsilonGreedy
3,2.2928224516204714,EpsilonGreedy
3,4.1691171719154685,EpsilonGreedy
3,4.075963640256641,EpsilonGreedy
2,3.0768214542083565,EpsilonGreedy
0,2.62839126101899,EpsilonGreedy
0,1.5804521417152326,EpsilonGreedy
1,2.250505940914681,EpsilonGreedy
1,2.8260611879752346,EpsilonGreedy
2,3.400688382369105,EpsilonGreedy
2,1.1041880851159964,EpsilonGreedy
1,1.1185194293477494,EpsilonGreedy
0,1.785246275309552,EpsilonGreedy
2,3.757351588224496,EpsilonGreedy
3,3.8020025125190404,EpsilonGreedy
2,2.386045505176094,EpsilonGreedy
1,3.2477364687937316,EpsilonGreedy
1,1.769735532417516,EpsilonGreedy
1,2.0170631790033364,EpsilonGreedy
3,3.0657942753913088,EpsilonGreedy
3,4.205129925636186,EpsilonGreedy
1,3.014860861252314,EpsilonGreedy
2,5.512282132459723,EpsilonGreedy
3,3.9564522015465355,EpsilonGreedy
1,3.7822338438182603,EpsilonGreedy
3,3.3287677912572518,EpsilonGreedy
3,3.402149278880802,EpsilonGreedy
3,3.644483348079907,EpsilonGreedy
3,4.237515314751017,EpsilonGreedy
2,3.456141936281025,EpsilonGreedy
3,4.66265403451659,EpsilonGreedy
1,2.623617536969567,EpsilonGreedy
2,1.8957035954939956,EpsilonGreedy
1,1.2951834933976576,EpsilonGreedy
1,1.256753654528272,EpsilonGreedy
3,3.392306037949713,EpsilonGreedy
2,4.036244064298939,EpsilonGreedy
3,3.388809443334945,EpsilonGreedy
2,3.138774520754447,EpsilonGreedy
2,4.332490290635845,EpsilonGreedy
2,2.52335538209447,EpsilonGreedy
3,5.436879997410546,EpsilonGreedy
2,3.06635980918195,EpsilonGreedy
3,5.057185330071673,EpsilonGreedy
3,1.3191206271932634,EpsilonGreedy
2,3.537481735269613,EpsilonGreedy
3,4.782701241967941,EpsilonGreedy
0,2.014151578957702,EpsilonGreedy
1,-0.25392459746407514,EpsilonGreedy
0,2.1798366136430514,EpsilonGreedy
0,-0.023829509987228548,EpsilonGreedy
3,3.8464554588024273,EpsilonGreedy
2,3.108616876228032,EpsilonGreedy
3,4.59388731260559,EpsilonGreedy
2,2.1622411385280227,EpsilonGreedy
2,4.257515063920741,EpsilonGreedy
1,2.2969865847215196,EpsilonGreedy
0,0.9553592850003707,EpsilonGreedy
1,2.780269458947008,EpsilonGreedy
1,1.6545485362365613,EpsilonGreedy
2,2.3793346647376796,EpsilonGreedy
0,0.14825121331374258,EpsilonGreedy
0,0.5841411569739214,EpsilonGreedy
1,2.5452248680642238,EpsilonGreedy
1,3.02072552481257,EpsilonGreedy
3,5.842308384991311,EpsilonGreedy
1,0.42691986697218276,EpsilonGreedy
0,2.4318180038028663,EpsilonGreedy
2,0.5007625154549329,EpsilonGreedy
2,4.289829417732737,EpsilonGreedy
0,2.1448819314630088,EpsilonGreedy
2,1.9979698240235013,EpsilonGreedy
0,1.9153982771667843,EpsilonGreedy
3,4.0235230202912815,EpsilonGreedy
0,0.8988980322135887,EpsilonGreedy
2,1.8337009520215244,EpsilonGreedy
2,2.1565881127294424,EpsilonGreedy
1,1.2694306138403206,EpsilonGreedy
2,4.323108841671056,EpsilonGreedy
2,3.556630952107736,EpsilonGreedy
3,2.512885102619515,EpsilonGreedy
0,0.3890874902905235,EpsilonGreedy
0,0.45354802279805073,EpsilonGreedy
2,4.627301370113718,EpsilonGreedy
2,4.428112805756502,EpsilonGreedy
2,1.9579728397226077,EpsilonGreedy
1,1.3462093725338993,EpsilonGreedy
3,4.024488263609998,EpsilonGreedy
2,3.0940692503111102,EpsilonGreedy
2,3.2291707579110143,EpsilonGreedy
3,3.913835728374073,EpsilonGreedy
0,1.1214441299313476,EpsilonGreedy
3,4.435541486031494,EpsilonGreedy
0,1.439552551175106,EpsilonGreedy
3,4.245575499145932,EpsilonGreedy
1,2.471267170240021,EpsilonGreedy
3,3.5290859421605396,EpsilonGreedy
0,-0.195692620683674,EpsilonGreedy
3,3.9268425736467627,EpsilonGreedy
0,0.5848744848710785,EpsilonGreedy
3,4.642569924989597,EpsilonGreedy
0,1.0348456514337456,EpsilonGreedy
0,2.1424237645448545,EpsilonGreedy
3,2.8033245746470987,EpsilonGreedy
1,1.7413390932489818,EpsilonGreedy
2,2.6044866737340437,EpsilonGreedy
0,0.36584961756293566,EpsilonGreedy
3,1.899882330795831,EpsilonGreedy
1,2.746654800566729,EpsilonGreedy
0,1.5422882846227168,EpsilonGreedy
3,4.085513452707751,EpsilonGreedy
1,2.6545372426092597,EpsilonGreedy
1,2.8943587496553245,EpsilonGreedy
0,2.0272222003247804,EpsilonGreedy
1,2.883652199039582,EpsilonGreedy
1,1.4217520094996965,EpsilonGreedy
2,0.9001859547333932,EpsilonGreedy
2,3.1316620821390257,EpsilonGreedy
1,0.6066666646352954,EpsilonGreedy
2,5.804339643185335,EpsilonGreedy
0,1.8658857289335808,EpsilonGreedy
1,1.3083591145792126,EpsilonGreedy
1,0.7571311118754975,EpsilonGreedy
1,2.082572886267195,EpsilonGreedy
3,4.989797106338793,EpsilonGreedy
1,0.5942968433560025,EpsilonGreedy
0,0.46713331611489695,EpsilonGreedy
1,2.398066742565815,EpsilonGreedy
1,2.8126686717134595,EpsilonGreedy
3,5.794168999731445,EpsilonGreedy
1,1.9190402773850292,EpsilonGreedy
2,2.7723643842691352,EpsilonGreedy
1,1.7025472103259602,EpsilonGreedy
3,5.368721749302576,EpsilonGreedy
2,2.11064028500001,EpsilonGreedy
3,3.352882663568524,EpsilonGreedy
2,2.5483065397376556,EpsilonGreedy
1,1.2586816975529682,EpsilonGreedy
0,0.5464291440327048,EpsilonGreedy
1,2.768009956853337,EpsilonGreedy
3,5.310443940230518,EpsilonGreedy
1,2.7152706723108553,EpsilonGreedy
2,2.8837379384874415,EpsilonGreedy
0,-1.133783475807351,EpsilonGreedy
0,0.8403486982985675,EpsilonGreedy
3,2.477554184742951,EpsilonGreedy
0,-0.12458411354189103,EpsilonGreedy
2,2.850712140272876,EpsilonGreedy
3,4.343385520175236,EpsilonGreedy
3,3.3762214896471434,EpsilonGreedy
2,4.9073003594398905,EpsilonGreedy
3,3.1405423991748704,EpsilonGreedy
2,2.441261133373715,EpsilonGreedy
2,2.8240566587385145,EpsilonGreedy
2,1.9742735738120032,EpsilonGreedy
1,1.0813730685310683,EpsilonGreedy
1,3.2204365730600513,EpsilonGreedy
2,2.687266417207512,EpsilonGreedy
1,1.2498852648918422,EpsilonGreedy
3,2.530982541357966,EpsilonGreedy
1,0.9198057290420283,EpsilonGreedy
3,2.9897408474295935,EpsilonGreedy
2,1.793285542394858,EpsilonGreedy
3,3.727514195968637,EpsilonGreedy
2,2.4955742059898687,EpsilonGreedy
1,1.8124073179192188,EpsilonGreedy
0,0.2830265582595347,EpsilonGreedy
1,3.350067155439387,EpsilonGreedy
3,5.570458615841569,EpsilonGreedy
0,2.0341043466912163,EpsilonGreedy
0,1.3374344789528712,EpsilonGreedy
1,2.436678981225407,EpsilonGreedy
2,4.5801433533213345,EpsilonGreedy
1,0.8159093314247601,EpsilonGreedy
3,3.242091275658745,EpsilonGreedy
3,2.368551570931344,EpsilonGreedy
3,3.300427827718111,EpsilonGreedy
0,1.9565018893526949,EpsilonGreedy
1,2.8161443634034935,EpsilonGreedy
2,4.322220856329919,EpsilonGreedy
3,5.05185166540916,EpsilonGreedy
0,2.0346680329004787,EpsilonGreedy
3,3.207358759614608,EpsilonGreedy
3,5.743165968934398,EpsilonGreedy
2,0.0832238322495451,EpsilonGreedy
1,1.577510306074796,EpsilonGreedy
1,2.6698558811881727,EpsilonGreedy
1,1.1924467231651121,EpsilonGreedy
0,-0.6212792852930098,EpsilonGreedy
0,2.7232936999169053,EpsilonGreedy
0,1.8603413446649675,EpsilonGreedy
3,2.2267198492022207,EpsilonGreedy
2,2.230724859444782,EpsilonGreedy
2,2.2257304722251705,EpsilonGreedy
1,2.348247929884982,EpsilonGreedy
0,0.37877797951029146,EpsilonGreedy
0,2.2594953421246156,EpsilonGreedy
2,4.861611687215889,EpsilonGreedy
3,3.784086682367737,EpsilonGreedy
0,0.9138355673297653,EpsilonGreedy
2,2.4722786129530636,EpsilonGreedy
1,2.3087333589994166,EpsilonGreedy
2,3.0072582362527083,EpsilonGreedy
0,-1.3421351471638387,EpsilonGreedy
0,0.1438521848108476,EpsilonGreedy
1,1.4261567173983436,EpsilonGreedy
1,2.153933699839625,EpsilonGreedy
3,4.868131286055986,EpsilonGreedy
1,1.6146187282248494,EpsilonGreedy
1,1.5838662384194897,EpsilonGreedy
3,3.3338258735443493,EpsilonGreedy
2,2.6485840306366537,EpsilonGreedy
